name,city,iata,icao,lat,lng
Biggs Army Air Field (Fort Bliss),El Paso,BIF,KBIF,31.8495,-106.38
Yuma MCAS/Yuma International Airport,Yuma,YUM,KNYL,32.6566,-114.606
Cavern City Air Terminal,Carlsbad,CNM,KCNM,32.3375,-104.263
Duluth International Airport,Duluth,DLH,KDLH,46.8421,-92.1936
Bethel Airport,Bethel,BET,PABE,60.7798,-161.838
Bowman Field,Louisville,LOU,KLOU,38.228,-85.6637
Sierra Vista Municipal Libby Army Air Field,Fort Huachuca,FHU,KFHU,31.5885,-110.344
Lihue Airport,Lihue,LIH,PHLI,21.976,-159.339
Terre Haute International Hulman Field,Terre Haute,HUF,KHUF,39.4515,-87.3076
Havre City County Airport,Havre,HVR,KHVR,48.543,-109.762
Grant County International Airport,Grant County Airport,MWH,KMWH,47.2077,-119.32
Edward F Knapp State Airport,Montpelier,MPV,KMPV,44.2035,-72.5623
San Nicolas Island Nolf Airport,San Nicolas Island,,KNSI,33.2398,-119.458
Richmond International Airport,Richmond,RIC,KRIC,37.5052,-77.3197
Shreveport Regional Airport,Shreveport,SHV,KSHV,32.4466,-93.8256
Merle K (Mudhole) Smith Airport,Cordova,CDV,PACV,60.4918,-145.478
Norfolk International Airport,Norfolk,ORF,KORF,36.8946,-76.2012
Southeast Texas Regional Airport,Beaumont,BPT,KBPT,29.9508,-94.0207
Savannah Hilton Head International Airport,Savannah,SAV,KSAV,32.1276,-81.2021
Hill Air Force Base,Ogden,HIF,KHIF,41.124,-111.9731
Nome Airport,Nome,OME,PAOM,64.5122,-165.445
Scappoose Industrial Airpark,San Luis,,KSPB,45.771,-122.862
St Petersburg Clearwater International Airport,St. Petersburg,PIE,KPIE,27.9102,-82.6874
Menominee Marinette Twin County Airport,Macon,MNM,KMNM,45.1267,-87.6384
Lone Star Executive Airport,Conroe,CXO,KCXO,30.3518,-95.4145
Deadhorse Airport,Deadhorse,SCC,PASC,70.1947,-148.465
San Antonio International Airport,San Antonio,SAT,KSAT,29.5337,-98.4698
Greater Rochester International Airport,Rochester,ROC,KROC,43.1189,-77.6724
Patrick Air Force Base,Coco Beach,COF,KCOF,28.2349,-80.6101
Teterboro Airport,Teterboro,TEB,KTEB,40.8501,-74.0608
Ellsworth Air Force Base,Rapid City,RCA,KRCA,44.145,-103.104
Raleigh Durham International Airport,Raleigh-durham,RDU,KRDU,35.8776,-78.7875
James M Cox Dayton International Airport,Dayton,DAY,KDAY,39.9024,-84.2194
Kenai Municipal Airport,Kenai,ENA,PAEN,60.5731,-151.245
Mc Alester Regional Airport,Mcalester,MLC,KMLC,34.8824,-95.7835
Niagara Falls International Airport,Niagara Falls,IAG,KIAG,43.1073,-78.9462
Coulter Field,Bryan,CFD,KCFD,30.7157,-96.3314
Wright Aaf (Fort Stewart)/Midcoast Regional Airport,Wright,,KLHW,31.8891,-81.5623
Newport News Williamsburg International Airport,Newport News,PHF,KPHF,37.1319,-76.493
Esler Regional Airport,Alexandria,ESF,KESF,31.3949,-92.2958
Altus Air Force Base,Altus,LTS,KLTS,34.6671,-99.2667
Tucson International Airport,Tucson,TUS,KTUS,32.1161,-110.941
Minot Air Force Base,Minot,MIB,KMIB,48.4156,-101.358
Beale Air Force Base,Marysville,BAB,KBAB,39.1361,-121.437
Greater Kankakee Airport,Kankakee,IKK,KIKK,41.0714,-87.8463
Seymour Johnson Air Force Base,Goldsboro,GSB,KGSB,35.3394,-77.9606
Theodore Francis Green State Airport,Providence,PVD,KPVD,41.7326,-71.4204
Salisbury Ocean City Wicomico Regional Airport,Salisbury,SBY,KSBY,38.3405,-75.5103
Rancho Murieta Airport,Rancho Murieta,RIU,KRIU,38.4868,-121.103
Bob Hope Airport,Burbank,BUR,KBUR,34.2007,-118.359
Detroit Metropolitan Wayne County Airport,Detroit,DTW,KDTW,42.2124,-83.3534
Tampa International Airport,Tampa,TPA,KTPA,27.9755,-82.5332
Pembina Municipal Airport,Pembina,PMB,KPMB,48.9425,-97.2408
Polk Army Air Field,Fort Polk,POE,KPOE,31.0448,-93.1917
Eielson Air Force Base,Fairbanks,EIL,PAEI,64.6657,-147.102
Range Regional Airport,Hibbing,HIB,KHIB,47.3866,-92.839
Angelina County Airport,Lufkin,LFK,KLFK,31.234,-94.75
Midland International Airport,Midland,MAF,KMAF,31.9425,-102.202
Austin Straubel International Airport,Green Bay,GRB,KGRB,44.4851,-88.1296
Ardmore Municipal Airport,Ardmore,ADM,KADM,34.303,-97.0196
Mc Guire Air Force Base,Wrightstown,WRI,KWRI,40.0156,-74.5917
Cherry Point MCAS /Cunningham Field/,Cherry Point,,KNKT,34.9009,-76.8807
Emanuel County Airport,Santa Barbara,SBO,KSBO,32.6091,-82.3699
Augusta Regional At Bush Field,Bush Field,AGS,KAGS,33.3699,-81.9645
Sloulin Field International Airport,Williston,ISN,KISN,48.1779,-103.642
Bill & Hillary Clinton National Airport/Adams Field,Little Rock,LIT,KLIT,34.7294,-92.2243
Stewart International Airport,Newburgh,SWF,KSWF,41.5041,-74.1048
Baudette International Airport,Baudette,BDE,KBDE,48.7284,-94.6122
Sacramento Executive Airport,Sacramento,SAC,KSAC,38.5125,-121.493
Homer Airport,Homer,HOM,PAHO,59.6456,-151.477
Waynesville-St. Robert Regional Forney field,Fort Leonardwood,TBN,KTBN,37.7416,-92.1407
Dobbins Air Reserve Base,Marietta,MGE,KMGE,33.9154,-84.5163
Fairchild Air Force Base,Spokane,SKA,KSKA,47.6151,-117.656
Roscommon County - Blodgett Memorial Airport,Houghton Lake,HTL,KHTL,44.3598,-84.6711
Tyndall Air Force Base,Panama City,PAM,KPAM,30.0696,-85.5754
Dallas Fort Worth International Airport,Dallas-Fort Worth,DFW,KDFW,32.8968,-97.038
Melbourne International Airport,Melbourne,MLB,KMLB,28.1028,-80.6453
McChord Air Force Base,Tacoma,TCM,KTCM,47.1377,-122.476
Austin Bergstrom International Airport,Austin,AUS,KAUS,30.1945,-97.6699
Rickenbacker International Airport,Columbus,LCK,KLCK,39.8138,-82.9278
Sawyer International Airport,Gwinn,MQT,KSAW,46.3536,-87.3954
McGhee Tyson Airport,Knoxville,TYS,KTYS,35.811,-83.994
Hood Army Air Field,Fort Hood,HLR,KHLR,31.1387,-97.7145
Lambert St Louis International Airport,St. Louis,STL,KSTL,38.7487,-90.37
Millville Municipal Airport,Millville,MIV,KMIV,39.3678,-75.0722
Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,SPS,KSPS,33.9888,-98.4919
Cincinnati Municipal Airport Lunken Field,Cincinnati,LUK,KLUK,39.1033,-84.4186
Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,KATL,33.6367,-84.4281
Castle Airport,Merced,MER,KMER,37.3805,-120.568
Mc Clellan Airfield,Sacramento,MCC,KMCC,38.6676,-121.401
Gerald R. Ford International Airport,Grand Rapids,GRR,KGRR,42.8808,-85.5228
Winkler County Airport,Wink,INK,KINK,31.7796,-103.201
Fresno Yosemite International Airport,Fresno,FAT,KFAT,36.7762,-119.718
Vero Beach Municipal Airport,Vero Beach,VRB,KVRB,27.6556,-80.4179
Imperial County Airport,Imperial,IPL,KIPL,32.8342,-115.579
Nashville International Airport,Nashville,BNA,KBNA,36.1245,-86.6782
Laredo International Airport,Laredo,LRD,KLRD,27.5438,-99.4616
Elmendorf Air Force Base,Anchorage,EDF,PAED,61.251,-149.807
Ralph Wien Memorial Airport,Kotzebue,OTZ,PAOT,66.8847,-162.599
Altoona Blair County Airport,Altoona,AOO,KAOO,40.2964,-78.32
Dyess Air Force Base,Abilene,DYS,KDYS,32.4208,-99.8546
South Arkansas Regional At Goodwin Field,El Dorado,ELD,KELD,33.221,-92.8133
La Guardia Airport,New York,LGA,KLGA,40.7772,-73.8726
Tallahassee Regional Airport,Tallahassee,TLH,KTLH,30.3965,-84.3503
Dupage Airport,West Chicago,DPA,KDPA,41.9078,-88.2486
Waco Regional Airport,Waco,ACT,KACT,31.6113,-97.2305
Augusta State Airport,Augusta,AUG,KAUG,44.3206,-69.7973
Hillsboro Municipal Airport,Hillsboro,INJ,KINJ,32.0835,-97.0972
Mc Kellar Sipes Regional Airport,Jackson,MKL,KMKL,35.5999,-88.9156
Molokai Airport,Molokai,MKK,PHMK,21.1529,-157.096
Godman Army Air Field,Fort Knox,FTK,KFTK,37.9071,-85.9721
New River MCAS /H/ /Mccutcheon Fld/ Airport,Jacksonville,,KNCA,34.7084,-77.4397
San Angelo Regional Mathis Field,San Angelo,SJT,KSJT,31.3577,-100.496
Calexico International Airport,Calexico,CXL,KCXL,32.6695,-115.513
Chico Municipal Airport,Chico,CIC,KCIC,39.7954,-121.858
Burlington International Airport,Burlington,BTV,KBTV,44.4719,-73.1533
Jacksonville International Airport,Jacksonville,JAX,KJAX,30.4941,-81.6879
Durango La Plata County Airport,Durango,DRO,KDRO,37.1515,-107.754
Washington Dulles International Airport,Washington,IAD,KIAD,38.9445,-77.4558
Easterwood Field,College Station,CLL,KCLL,30.5886,-96.3638
Felts Field,Spokane,SFF,KSFF,47.6828,-117.323
General Mitchell International Airport,Milwaukee,MKE,KMKE,42.9472,-87.8966
Abilene Regional Airport,Abilene,ABI,KABI,32.4113,-99.6819
Columbia Regional Airport,Columbia,COU,KCOU,38.8181,-92.2196
Portland International Airport,Portland,PDX,KPDX,45.5887,-122.598
Dade Collier Training and Transition Airport,Miami,TNT,KTNT,25.8618,-80.897
Palm Beach International Airport,West Palm Beach,PBI,KPBI,26.6832,-80.0956
Fort Worth Meacham International Airport,Fort Worth,FTW,KFTW,32.8198,-97.3624
Ogdensburg International Airport,Ogdensburg,OGS,KOGS,44.6819,-75.4655
Boeing Field King County International Airport,Seattle,BFI,KBFI,47.53,-122.302
Lackland Air Force Base,San Antonio,SKF,KSKF,29.3842,-98.5811
Honolulu International Airport,Honolulu,HNL,PHNL,21.3187,-157.922
Des Moines International Airport,Des Moines,DSM,KDSM,41.534,-93.6631
Coastal Carolina Regional Airport,New Bern,EWN,KEWN,35.073,-77.0429
San Diego International Airport,San Diego,SAN,KSAN,32.7336,-117.19
Monroe Regional Airport,Monroe,MLU,KMLU,32.5109,-92.0377
Shaw Air Force Base,Sumter,SSC,KSSC,33.9727,-80.4706
Ontario International Airport,Ontario,ONT,KONT,34.056,-117.601
Majors Airport,Greenvile,GVT,KGVT,33.0678,-96.0653
Roswell International Air Center Airport,Roswell,ROW,KROW,33.3016,-104.531
Coleman A. Young Municipal Airport,Detroit,DET,KDET,42.4092,-83.0099
Brownsville South Padre Island International Airport,Brownsville,BRO,KBRO,25.9068,-97.4259
Dothan Regional Airport,Dothan,DHN,KDHN,31.3213,-85.4496
Cape May County Airport,Wildwood,WWD,KWWD,39.0085,-74.9083
Selfridge Angb Airport,Mount Clemens,MTC,KMTC,42.6083,-82.8355
Four Corners Regional Airport,Farmington,FMN,KFMN,36.7412,-108.23
Corpus Christi International Airport,Corpus Christi,CRP,KCRP,27.7704,-97.5012
Syracuse Hancock International Airport,Syracuse,SYR,KSYR,43.1112,-76.1063
Naval Air Station Key West/Boca Chica Field,Key West,NQX,KNQX,24.5758,-81.6889
Chicago Midway International Airport,Chicago,MDW,KMDW,41.786,-87.7524
Norman Y. Mineta San Jose International Airport,San Jose,SJC,KSJC,37.3626,-121.929
Lea County Regional Airport,Hobbs,HOB,KHOB,32.6875,-103.217
Northeast Philadelphia Airport,Philadelphia,PNE,KPNE,40.0819,-75.0106
Denver International Airport,Denver,DEN,KDEN,39.8617,-104.673
Philadelphia International Airport,Philadelphia,PHL,KPHL,39.8719,-75.2411
Sioux Gateway Col. Bud Day Field,Sioux City,SUX,KSUX,42.4026,-96.3844
Middle Georgia Regional Airport,Macon,MCN,KMCN,32.6928,-83.6492
Truth Or Consequences Municipal Airport,Truth Or Consequences,TCS,KTCS,33.2369,-107.272
Palmdale Regional/USAF Plant 42 Airport,Palmdale,PMD,KPMD,34.6294,-118.085
Randolph Air Force Base,San Antonio,RND,KRND,29.5297,-98.2789
El Centro Naf Airport,El Centro,NJK,KNJK,32.8292,-115.672
Port Columbus International Airport,Columbus,CMH,KCMH,39.998,-82.8919
Drake Field,Fayetteville,FYV,KFYV,36.0051,-94.1701
Henry Post Army Air Field (Fort Sill),Fort Sill,FSI,KFSI,34.6498,-98.4022
Princeton Municipal Airport,Princeton,PNM,KPNM,45.5599,-93.6082
Wright-Patterson Air Force Base,Dayton,FFO,KFFO,39.8261,-84.0483
Edward G. Pitka Sr Airport,Galena,GAL,PAGA,64.7362,-156.937
Chandler Municipal Airport,Chandler,,KCHD,33.2691,-111.811
Mineral Wells Airport,Mineral Wells,MWL,KMWL,32.7816,-98.0602
Mc Connell Air Force Base,Wichita,IAB,KIAB,37.6219,-97.2682
New Orleans NAS JRB/Alvin Callender Field,New Orleans,NBG,KNBG,29.8253,-90.035
Beaufort County Airport,Beaufort,BFT,KARW,32.4122,-80.6344
Texarkana Regional Webb Field,Texarkana,TXK,KTXK,33.4537,-93.991
Plattsburgh International Airport,Plattsburgh,PBG,KPBG,44.6509,-73.4681
Phillips Army Air Field,Aberdeen,APG,KAPG,39.4662,-76.1688
Tucumcari Municipal Airport,Tucumcari,TCC,KTCC,35.1828,-103.603
Ted Stevens Anchorage International Airport,Anchorage,ANC,PANC,61.1744,-149.996
Robert Gray  Army Air Field Airport,Killeen,GRK,KGRK,31.0672,-97.8289
Black Rock Airport,Zuni Pueblo,ZUN,KZUN,35.0832,-108.792
Bellingham International Airport,Bellingham,BLI,KBLI,48.7928,-122.538
Millington Regional Jetport Airport,Millington,NQA,KNQA,35.3567,-89.8703
Elkins-Randolph Co-Jennings Randolph Field,Elkins,EKN,KEKN,38.8894,-79.8571
Hartford Brainard Airport,Hartford,HFD,KHFD,41.7367,-72.6494
North Central State Airport,Smithfield,SFZ,KSFZ,41.9208,-71.4914
Mobile Regional Airport,Mobile,MOB,KMOB,30.6912,-88.2428
Moffett Federal Airfield,Mountain View,NUQ,KNUQ,37.4161,-122.049
Santa Fe Municipal Airport,Santa Fe,SAF,KSAF,35.6171,-106.089
Barking Sands Airport,Barking Sands,BKH,PHBK,22.0228,-159.785
Beauregard Regional Airport,Deridder,DRI,KDRI,30.8317,-93.3399
Bradshaw Army Airfield,Bradshaw Field,BSF,PHSF,19.7601,-155.554
Nogales International Airport,Nogales,OLS,KOLS,31.4177,-110.848
Mac Dill Air Force Base,Tampa,MCF,KMCF,27.8493,-82.5212
Scott AFB/Midamerica Airport,Belleville,BLV,KBLV,38.5452,-89.8352
Opa-locka Executive Airport,Miami,OPF,KOPF,25.907,-80.2784
Del Rio International Airport,Del Rio,DRT,KDRT,29.3742,-100.927
Southwest Florida International Airport,Fort Myers,RSW,KRSW,26.5362,-81.7552
King Salmon Airport,King Salmon,AKN,PAKN,58.6768,-156.649
Muir Army Air Field (Fort Indiantown Gap) Airport,Muir,MUI,KMUI,40.4348,-76.5694
Kapalua Airport,Lahania-kapalua,JHM,PHJH,20.9629,-156.673
John F Kennedy International Airport,New York,JFK,KJFK,40.6398,-73.7789
Homestead ARB Airport,Homestead,HST,KHST,25.4886,-80.3836
Riverside Municipal Airport,Riverside,RAL,KRAL,33.9519,-117.445
Sherman Army Air Field,Fort Leavenworth,FLV,KFLV,39.3683,-94.9147
Wallops Flight Facility Airport,Wallops Island,WAL,KWAL,37.9402,-75.4664
Holloman Air Force Base,Alamogordo,HMN,KHMN,32.8525,-106.107
Willow Grove Naval Air Station/Joint Reserve Base,Willow Grove,NXX,KNXX,40.1998,-75.1482
Cheyenne Regional Jerry Olson Field,Cheyenne,CYS,KCYS,41.1557,-104.812
Stockton Metropolitan Airport,Stockton,SCK,KSCK,37.8942,-121.238
Charleston Air Force Base-International Airport,Charleston,CHS,KCHS,32.8986,-80.0405
Reno Tahoe International Airport,Reno,RNO,KRNO,39.4991,-119.768
Ketchikan International Airport,Ketchikan,KTN,PAKT,55.3556,-131.714
Willow Run Airport,Detroit,YIP,KYIP,42.2379,-83.5304
Vandenberg Air Force Base,Lompoc,VBG,KVBG,34.7373,-120.584
Birmingham-Shuttlesworth International Airport,Birmingham,BHM,KBHM,33.5629,-86.7535
Lakehurst Maxfield Field Airport,Lakehurst,NEL,KNEL,40.0333,-74.3533
Nellis Air Force Base,Las Vegas,LSV,KLSV,36.2362,-115.034
March ARB Airport,Riverside,RIV,KRIV,33.8807,-117.259
Modesto City Co-Harry Sham Field,Modesto,MOD,KMOD,37.6258,-120.954
Sacramento International Airport,Sacramento,SMF,KSMF,38.6954,-121.591
Waukegan National Airport,Chicago,UGN,KUGN,42.4222,-87.8679
City of Colorado Springs Municipal Airport,Colorado Springs,COS,KCOS,38.8058,-104.701
Buffalo Niagara International Airport,Buffalo,BUF,KBUF,42.9405,-78.7322
Griffing Sandusky Airport,Sandusky,SKY,KSKY,41.4334,-82.6523
Snohomish County (Paine Field) Airport,Everett,PAE,KPAE,47.9063,-122.282
Mountain Home Air Force Base,Mountain Home,MUO,KMUO,43.0436,-115.872
Cedar City Regional Airport,Cedar City,CDC,KCDC,37.701,-113.099
Bradley International Airport,Windsor Locks,BDL,KBDL,41.9389,-72.6832
Mc Allen Miller International Airport,Mcallen,MFE,KMFE,26.1758,-98.2386
Norfolk Ns (Chambers Fld) Airport,Norfolk,NGU,KNGU,36.9376,-76.2893
Westover ARB/Metropolitan Airport,Chicopee Falls,CEF,KCEF,42.194,-72.5348
Lubbock Preston Smith International Airport,Lubbock,LBB,KLBB,33.6636,-101.823
Chicago O'Hare International Airport,Chicago,ORD,KORD,41.9786,-87.9048
Boca Raton Airport,Boca Raton,BCT,KBCT,26.3785,-80.1077
Fairbanks International Airport,Fairbanks,FAI,PAFA,64.8151,-147.856
Quantico MCAF /Turner field,Quantico,NYG,KNYG,38.5017,-77.3053
Cannon Air Force Base,Clovis,CVS,KCVS,34.3828,-103.322
Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe Bay,NGF,PHNG,21.4505,-157.768
Offutt Air Force Base,Omaha,OFF,KOFF,41.1183,-95.9125
Gulkana Airport,Gulkana,GKN,PAGK,62.1549,-145.457
Watertown International Airport,Watertown,ART,KART,43.9919,-76.0217
Palm Springs International Airport,Palm Springs,PSP,KPSP,33.8297,-116.507
Rick Husband Amarillo International Airport,Amarillo,AMA,KAMA,35.2194,-101.706
Fort Dodge Regional Airport,Fort Dodge,FOD,KFOD,42.5515,-94.1926
Barksdale Air Force Base,Shreveport,BAD,KBAD,32.5018,-93.6627
Topeka Regional Airport - Forbes Field,Topeka,FOE,KFOE,38.9509,-95.6636
Cotulla-La Salle County Airport,Cotulla,COT,KCOT,28.4567,-99.2203
Wilmington International Airport,Wilmington,ILM,KILM,34.2706,-77.9026
"Baton Rouge Metropolitan, Ryan Field",Baton Rouge,BTR,KBTR,30.5332,-91.1496
Tyler Pounds Regional Airport,Tyler,TYR,KTYR,32.3541,-95.4024
Baltimore/Washington International Thurgood Marshall Airport,Baltimore,BWI,KBWI,39.1754,-76.6683
Hobart Regional Airport,Hobart,HBR,KHBR,34.9913,-99.0513
Lanai Airport,Lanai,LNY,PHNY,20.7856,-156.951
Alexandria International Airport,Alexandria,AEX,KAEX,31.3274,-92.5498
Condron Army Air Field,White Sands,WSD,KWSD,32.3415,-106.403
Cold Bay Airport,Cold Bay,CDB,PACD,55.2061,-162.725
Tulsa International Airport,Tulsa,TUL,KTUL,36.1984,-95.8881
Sitka Rocky Gutierrez Airport,Sitka,SIT,PASI,57.0471,-135.362
Long Island Mac Arthur Airport,Islip,ISP,KISP,40.7952,-73.1002
Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MSP,KMSP,44.882,-93.2218
New Castle Airport,Wilmington,ILG,KILG,39.6787,-75.6065
Unalaska Airport,Unalaska,DUT,PADU,53.9001,-166.544
Louis Armstrong New Orleans International Airport,New Orleans,MSY,KMSY,29.9934,-90.258
Portland International Jetport Airport,Portland,PWM,KPWM,43.6462,-70.3093
Will Rogers World Airport,Oklahoma City,OKC,KOKC,35.3931,-97.6007
Albany International Airport,Albany,ALB,KALB,42.7483,-73.8017
Valdez Pioneer Field,Valdez,VDZ,PAVD,61.1339,-146.248
Langley Air Force Base,Hampton,LFI,KLFI,37.0829,-76.3605
John Wayne Airport-Orange County Airport,Santa Ana,SNA,KSNA,33.6757,-117.868
Columbus Air Force Base,Colombus,CBM,KCBM,33.6438,-88.4438
Kendall-Tamiami Executive Airport,Kendall-tamiami,TMB,KTMB,25.6479,-80.4328
Oceana NAS,Oceana,NTU,KNTU,36.8207,-76.0335
Grissom Air Reserve Base,Peru,GUS,KGUS,40.6481,-86.1521
Casper-Natrona County International Airport,Casper,CPR,KCPR,42.908,-106.464
Destin-Ft Walton Beach Airport,Valparaiso,VPS,KVPS,30.4832,-86.5254
Craig Field,Selma,SEM,KSEM,32.3439,-86.9878
Key West International Airport,Key West,EYW,KEYW,24.5561,-81.7596
Charlotte Douglas International Airport,Charlotte,CLT,KCLT,35.214,-80.9431
McCarran International Airport,Las Vegas,LAS,KLAS,36.0801,-115.152
Orlando International Airport,Orlando,MCO,KMCO,28.4294,-81.309
Florence Regional Airport,Florence,FLO,KFLO,34.1854,-79.7239
Great Falls International Airport,Great Falls,GTF,KGTF,47.482,-111.371
Youngstown Warren Regional Airport,Youngstown,YNG,KYNG,41.2607,-80.6791
Ladd AAF Airfield,Fort Wainwright,FBK,PAFB,64.8375,-147.614
Mc Minnville Municipal Airport,Mackminnville,MMV,KMMV,45.1944,-123.136
Robins Air Force Base,Macon,WRB,KWRB,32.6401,-83.5919
Pullman Moscow Regional Airport,Pullman,PUW,KPUW,46.7439,-117.11
Lewiston Nez Perce County Airport,Lewiston,LWS,KLWS,46.3745,-117.015
Elmira Corning Regional Airport,Elmira,ELM,KELM,42.1599,-76.8916
Ithaca Tompkins Regional Airport,Ithaca,ITH,KITH,42.491,-76.4584
Monterey Peninsula Airport,Monterey,MRY,KMRY,36.587,-121.843
Santa Barbara Municipal Airport,Santa Barbara,SBA,KSBA,34.4262,-119.84
Daytona Beach International Airport,Daytona Beach,DAB,KDAB,29.1799,-81.0581
Wall Street Heliport,New York,JRB,KJRB,40.7012,-74.009
Talkeetna Airport,Talkeetna,TKA,PATK,62.3205,-150.094
Tweed New Haven Airport,New Haven,HVN,KHVN,41.2637,-72.8868
Asheville Regional Airport,Asheville,AVL,KAVL,35.4362,-82.5418
Piedmont Triad International Airport,Greensboro,GSO,KGSO,36.0978,-79.9373
Joe Foss Field Airport,Sioux Falls,FSD,KFSD,43.582,-96.7419
Manchester Airport,Manchester NH,MHT,KMHT,42.9326,-71.4357
Naples Municipal Airport,Naples,APF,KAPF,26.1526,-81.7753
Louisville International Standiford Field,Louisville,SDF,KSDF,38.1744,-85.736
Charlottesville Albemarle Airport,Charlottesville VA,CHO,KCHO,38.1386,-78.4529
Roanoke–Blacksburg Regional Airport,Roanoke VA,ROA,KROA,37.3255,-79.9754
Blue Grass Airport,Lexington KY,LEX,KLEX,38.0365,-84.6059
Evansville Regional Airport,Evansville,EVV,KEVV,38.037,-87.5324
Albuquerque International Sunport Airport,Albuquerque,ABQ,KABQ,35.0402,-106.609
Gallatin Field,Bozeman,BZN,KBZN,45.7775,-111.153
Billings Logan International Airport,Billings,BIL,KBIL,45.8077,-108.543
Bert Mooney Airport,Butte,BTM,KBTM,45.9548,-112.497
Cherry Capital Airport,Traverse City,TVC,KTVC,44.7414,-85.5822
Hancock County-Bar Harbor Airport,Bar Harbor,BHB,KBHB,44.45,-68.3615
Knox County Regional Airport,Rockland,RKD,KRKD,44.0601,-69.0992
Jackson Hole Airport,Jacksn Hole,JAC,KJAC,43.6073,-110.738
Chicago Rockford International Airport,Rockford,RFD,KRFD,42.1954,-89.0972
East 34th Street Heliport,New York,TSS,NONE,40.7425,-73.9719
Greenville Spartanburg International Airport,Greenville,GSP,KGSP,34.8957,-82.2189
Central Illinois Regional Airport at Bloomington-Normal,Bloomington,BMI,KBMI,40.4771,-88.9159
Gulfport Biloxi International Airport,Gulfport,GPT,KGPT,30.4073,-89.0701
Kalamazoo Battle Creek International Airport,Kalamazoo,AZO,KAZO,42.2349,-85.5521
Toledo Express Airport,Toledo,TOL,KTOL,41.5868,-83.8078
Fort Wayne International Airport,Fort Wayne,FWA,KFWA,40.9785,-85.1951
Decatur Airport,Decatur,DEC,KDEC,39.8346,-88.8657
The Eastern Iowa Airport,Cedar Rapids,CID,KCID,41.8847,-91.7108
La Crosse Municipal Airport,La Crosse,LSE,KLSE,43.879,-91.2567
Central Wisconsin Airport,Wassau,CWA,KCWA,44.7776,-89.6668
General Wayne A. Downing Peoria International Airport,Peoria,PIA,KPIA,40.6642,-89.6933
Appleton International Airport,Appleton,ATW,KATW,44.2581,-88.5191
Rochester International Airport,Rochester,RST,KRST,43.9083,-92.5
University of Illinois Willard Airport,Champaign,CMI,KCMI,40.0392,-88.2781
Manhattan Regional Airport,Manhattan,MHK,KMHK,39.141,-96.6708
Venango Regional Airport,Franklin,FKL,KFKL,41.3779,-79.8604
Grand Junction Regional Airport,Grand Junction,GJT,KGJT,39.1224,-108.527
St George Municipal Airport,Saint George,SGU,KSGU,37.0364,-113.5103
David Wayne Hooks Memorial Airport,Houston,DWH,KDWH,30.0618,-95.5528
Port O'Connor Private Airport,Port O\\'Connor,S46,XS46,28.4297,-96.4444
Sarasota Bradenton International Airport,Sarasota,SRQ,KSRQ,27.3954,-82.5544
Van Nuys Airport,Van Nuys,VNY,KVNY,34.2098,-118.49
Quad City International Airport,Moline,MLI,KMLI,41.4485,-90.5075
Panama City-Bay Co International Airport,Panama City,PFN,KPFN,30.2121,-85.6828
Bismarck Municipal Airport,Bismarck,BIS,KBIS,46.7727,-100.746
Telluride Regional Airport,Telluride,TEX,KTEX,37.9538,-107.908
Rapid City Regional Airport,Rapid City,RAP,KRAP,44.0453,-103.057
Mc Clellan-Palomar Airport,Carlsbad,CLD,KCRQ,33.1283,-117.28
Bishop International Airport,Flint,FNT,KFNT,42.9654,-83.7436
Redding Municipal Airport,Redding,RDD,KRDD,40.509,-122.293
Mahlon Sweet Field,Eugene,EUG,KEUG,44.1246,-123.212
Idaho Falls Regional Airport,Idaho Falls,IDA,KIDA,43.5146,-112.071
Rogue Valley International Medford Airport,Medford,MFR,KMFR,42.3742,-122.873
Roberts Field,Redmond-Bend,RDM,KRDM,44.2541,-121.15
Akron Canton Regional Airport,Akron,CAK,KCAK,40.9161,-81.4422
Huntsville International Carl T Jones Field,Huntsville,HSV,KHSV,34.6372,-86.7751
Mid Ohio Valley Regional Airport,PARKERSBURG,PKB,KPKB,39.3451,-81.4392
Montgomery Regional (Dannelly Field) Airport,MONTGOMERY,MGM,KMGM,32.3006,-86.394
Tri Cities Regional Tn Va Airport,BRISTOL,TRI,KTRI,36.4752,-82.4074
Barkley Regional Airport,PADUCAH,PAH,KPAH,37.0608,-88.7738
Page Municipal Airport,Page,PGA,KPGA,36.9261,-111.448
Glacier Park International Airport,Kalispell,FCA,KGPI,48.3105,-114.256
MBS International Airport,Saginaw,MBS,KMBS,43.5329,-84.0796
Greater Binghamton/Edwin A Link field,Binghamton,BGM,KBGM,42.2087,-75.9798
Blythe Airport,Blythe,BLH,KBLH,33.6192,-114.717
Petersburg James A Johnson Airport,Petersburg,PSG,PAPG,56.8017,-132.945
Orlando Sanford International Airport,Sanford,SFB,KSFB,28.7776,-81.2375
John Murtha Johnstown Cambria County Airport,Johnstown,JST,KJST,40.3161,-78.8339
Missoula International Airport,Missoula,MSO,KMSO,46.9163,-114.091
Grand Canyon National Park Airport,Grand Canyon,GCN,KGCN,35.9524,-112.147
Sugar Land Regional Airport,Sugar Land,SGR,KSGR,29.6223,-95.6565
Centennial Airport,Denver,APA,KAPA,39.5701,-104.849
